DATETIMESTAMP,DATE_SQL,DATETIME_SAP,DATE_SAP,YEAR,QUARTER,MONTH,WEEK,WEEK_YEAR,DAY_OF_WEEK,DAY,HOUR,MINUTE,SECOND,CALQUARTER,CALMONTH,CALWEEK,YEAR_INT,QUARTER_INT,MONTH_INT,WEEK_INT,WEEK_YEAR_INT,DAY_OF_WEEK_INT,DAY_INT,HOUR_INT,MINUTE_INT,SECOND_INT,MONTH_LAST_DAY,TZNTSTMPS,TZNTSTMPL
2015-10-05T21:00:00.000Z,05.10.2015,2.0151E+13,20151005,2015,4,10,41,2015,0,5,21,0,0,20154,201510,201541,2015,4,10,41,2015,0,5,21,0,0,0,2.0151E+13,2.0151E+13
2015-10-05T22:00:00.000Z,05.10.2015,2.0151E+13,20151005,2015,4,10,41,2015,0,5,22,0,0,20154,201510,201541,2015,4,10,41,2015,0,5,22,0,0,0,2.0151E+13,2.0151E+13
2015-10-05T23:00:00.000Z,05.10.2015,2.0151E+13,20151005,2015,4,10,41,2015,0,5,23,0,0,20154,201510,201541,2015,4,10,41,2015,0,5,23,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T00:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,0,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,0,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T01:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,1,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,1,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T02:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,2,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,2,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T03:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,3,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,3,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T04:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,4,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,4,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T05:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,5,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,5,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T06:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,6,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,6,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T07:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,7,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,7,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T08:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,8,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,8,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T09:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,9,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,9,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T10:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,10,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,10,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T11:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,11,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,11,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T12:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,12,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,12,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T13:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,13,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,13,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T14:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,14,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,14,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T15:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,15,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,15,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T16:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,16,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,16,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T17:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,17,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,17,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T18:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,18,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,18,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T19:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,19,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,19,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T20:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,20,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,20,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T21:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,21,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,21,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T22:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,22,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,22,0,0,0,2.0151E+13,2.0151E+13
2015-10-06T23:00:00.000Z,06.10.2015,2.0151E+13,20151006,2015,4,10,41,2015,1,6,23,0,0,20154,201510,201541,2015,4,10,41,2015,1,6,23,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T00:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,0,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,0,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T01:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,1,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,1,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T02:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,2,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,2,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T03:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,3,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,3,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T04:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,4,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,4,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T05:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,5,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,5,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T06:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,6,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,6,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T07:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,7,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,7,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T08:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,8,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,8,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T09:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,9,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,9,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T10:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,10,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,10,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T11:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,11,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,11,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T12:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,12,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,12,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T13:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,13,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,13,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T14:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,14,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,14,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T15:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,15,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,15,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T16:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,16,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,16,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T17:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,17,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,17,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T18:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,18,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,18,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T19:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,19,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,19,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T20:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,20,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,20,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T21:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,21,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,21,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T22:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,22,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,22,0,0,0,2.0151E+13,2.0151E+13
2015-10-07T23:00:00.000Z,07.10.2015,2.0151E+13,20151007,2015,4,10,41,2015,2,7,23,0,0,20154,201510,201541,2015,4,10,41,2015,2,7,23,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T00:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,0,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,0,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T01:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,1,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,1,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T02:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,2,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,2,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T03:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,3,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,3,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T04:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,4,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,4,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T05:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,5,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,5,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T06:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,6,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,6,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T07:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,7,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,7,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T08:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,8,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,8,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T09:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,9,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,9,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T10:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,10,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,10,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T11:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,11,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,11,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T12:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,12,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,12,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T13:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,13,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,13,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T14:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,14,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,14,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T15:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,15,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,15,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T16:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,16,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,16,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T17:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,17,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,17,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T18:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,18,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,18,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T19:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,19,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,19,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T20:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,20,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,20,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T21:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,21,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,21,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T22:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,22,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,22,0,0,0,2.0151E+13,2.0151E+13
2015-10-08T23:00:00.000Z,08.10.2015,2.0151E+13,20151008,2015,4,10,41,2015,3,8,23,0,0,20154,201510,201541,2015,4,10,41,2015,3,8,23,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T00:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,0,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,0,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T01:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,1,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,1,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T02:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,2,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,2,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T03:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,3,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,3,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T04:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,4,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,4,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T05:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,5,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,5,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T06:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,6,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,6,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T07:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,7,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,7,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T08:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,8,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,8,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T09:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,9,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,9,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T10:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,10,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,10,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T11:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,11,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,11,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T12:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,12,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,12,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T13:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,13,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,13,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T14:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,14,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,14,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T15:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,15,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,15,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T16:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,16,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,16,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T17:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,17,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,17,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T18:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,18,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,18,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T19:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,19,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,19,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T20:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,20,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,20,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T21:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,21,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,21,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T22:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,22,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,22,0,0,0,2.0151E+13,2.0151E+13
2015-10-09T23:00:00.000Z,09.10.2015,2.0151E+13,20151009,2015,4,10,41,2015,4,9,23,0,0,20154,201510,201541,2015,4,10,41,2015,4,9,23,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T00:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,0,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,0,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T01:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,1,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,1,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T02:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,2,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,2,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T03:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,3,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,3,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T04:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,4,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,4,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T05:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,5,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,5,0,0,0,2.0151E+13,2.0151E+13
